parent_agency,acronym,name,presidential_year,final_rules,proposed_rules
international-trade-commission,ITC,International Trade Commission,2019,1,1
international-trade-commission,ITC,International Trade Commission,2020,1,0
international-trade-commission,ITC,International Trade Commission,2021,1,0
international-trade-commission,ITC,International Trade Commission,2022,0,0
international-trade-commission,ITC,International Trade Commission,2023,1,0
international-trade-commission,ITC,International Trade Commission,2024,1,1
interstate-commerce-commission,ICC,Interstate Commerce Commission,1995,9,4
interstate-commerce-commission,ICC,Interstate Commerce Commission,1996,0,0
interstate-commerce-commission,ICC,Interstate Commerce Commission,1997,0,0
interstate-commerce-commission,ICC,Interstate Commerce Commission,1998,0,0
interstate-commerce-commission,ICC,Interstate Commerce Commission,1999,0,0
interstate-commerce-commission,ICC,Interstate Commerce Commission,2000,0,0
interstate-commerce-commission,ICC,Interstate Commerce Commission,2001,0,0
interstate-commerce-commission,ICC,Interstate Commerce Commission,2002,0,0
interstate-commerce-commission,ICC,Interstate Commerce Commission,2003,0,0
interstate-commerce-commission,ICC,Interstate Commerce Commission,2004,0,0
interstate-commerce-commission,ICC,Interstate Commerce Commission,2005,0,0
interstate-commerce-commission,ICC,Interstate Commerce Commission,2006,0,0
interstate-commerce-commission,ICC,Interstate Commerce Commission,2007,0,0
interstate-commerce-commission,ICC,Interstate Commerce Commission,2008,0,0
interstate-commerce-commission,ICC,Interstate Commerce Commission,2009,0,0
interstate-commerce-commission,ICC,Interstate Commerce Commission,2010,0,0
interstate-commerce-commission,ICC,Interstate Commerce Commission,2011,0,0
interstate-commerce-commission,ICC,Interstate Commerce Commission,2012,0,0
interstate-commerce-commission,ICC,Interstate Commerce Commission,2013,0,0
interstate-commerce-commission,ICC,Interstate Commerce Commission,2014,0,0
interstate-commerce-commission,ICC,Interstate Commerce Commission,2015,0,0
interstate-commerce-commission,ICC,Interstate Commerce Commission,2016,0,0
interstate-commerce-commission,ICC,Interstate Commerce Commission,2017,0,0
interstate-commerce-commission,ICC,Interstate Commerce Commission,2018,0,0
interstate-commerce-commission,ICC,Interstate Commerce Commission,2019,0,0
interstate-commerce-commission,ICC,Interstate Commerce Commission,2020,0,0
interstate-commerce-commission,ICC,Interstate Commerce Commission,2021,0,0
interstate-commerce-commission,ICC,Interstate Commerce Commission,2022,0,0
interstate-commerce-commission,ICC,Interstate Commerce Commission,2023,0,0
interstate-commerce-commission,ICC,Interstate Commerce Commission,2024,0,0
james-madison-memorial-fellowship-foundation,,James Madison Memorial Fellowship Foundation,1995,0,0
james-madison-memorial-fellowship-foundation,,James Madison Memorial Fellowship Foundation,1996,1,1
james-madison-memorial-fellowship-foundation,,James Madison Memorial Fellowship Foundation,1997,0,0
james-madison-memorial-fellowship-foundation,,James Madison Memorial Fellowship Foundation,1998,0,0
james-madison-memorial-fellowship-foundation,,James Madison Memorial Fellowship Foundation,1999,0,0
james-madison-memorial-fellowship-foundation,,James Madison Memorial Fellowship Foundation,2000,0,0
james-madison-memorial-fellowship-foundation,,James Madison Memorial Fellowship Foundation,2001,0,0
james-madison-memorial-fellowship-foundation,,James Madison Memorial Fellowship Foundation,2002,0,0
james-madison-memorial-fellowship-foundation,,James Madison Memorial Fellowship Foundation,2003,0,1
james-madison-memorial-fellowship-foundation,,James Madison Memorial Fellowship Foundation,2004,1,0
james-madison-memorial-fellowship-foundation,,James Madison Memorial Fellowship Foundation,2005,0,0
james-madison-memorial-fellowship-foundation,,James Madison Memorial Fellowship Foundation,2006,0,0
james-madison-memorial-fellowship-foundation,,James Madison Memorial Fellowship Foundation,2007,0,0
james-madison-memorial-fellowship-foundation,,James Madison Memorial Fellowship Foundation,2008,0,0
james-madison-memorial-fellowship-foundation,,James Madison Memorial Fellowship Foundation,2009,0,0
james-madison-memorial-fellowship-foundation,,James Madison Memorial Fellowship Foundation,2010,0,0
james-madison-memorial-fellowship-foundation,,James Madison Memorial Fellowship Foundation,2011,0,0
james-madison-memorial-fellowship-foundation,,James Madison Memorial Fellowship Foundation,2012,0,0
james-madison-memorial-fellowship-foundation,,James Madison Memorial Fellowship Foundation,2013,0,0
james-madison-memorial-fellowship-foundation,,James Madison Memorial Fellowship Foundation,2014,0,0
james-madison-memorial-fellowship-foundation,,James Madison Memorial Fellowship Foundation,2015,0,0
james-madison-memorial-fellowship-foundation,,James Madison Memorial Fellowship Foundation,2016,0,0
james-madison-memorial-fellowship-foundation,,James Madison Memorial Fellowship Foundation,2017,0,0
james-madison-memorial-fellowship-foundation,,James Madison Memorial Fellowship Foundation,2018,0,0
james-madison-memorial-fellowship-foundation,,James Madison Memorial Fellowship Foundation,2019,0,0
james-madison-memorial-fellowship-foundation,,James Madison Memorial Fellowship Foundation,2020,0,0
james-madison-memorial-fellowship-foundation,,James Madison Memorial Fellowship Foundation,2021,0,0
james-madison-memorial-fellowship-foundation,,James Madison Memorial Fellowship Foundation,2022,0,0
james-madison-memorial-fellowship-foundation,,James Madison Memorial Fellowship Foundation,2023,0,0
james-madison-memorial-fellowship-foundation,,James Madison Memorial Fellowship Foundation,2024,0,0
joint-board-for-enrollment-of-actuaries,JBEA,Joint Board for Enrollment of Actuaries,1995,0,0
joint-board-for-enrollment-of-actuaries,JBEA,Joint Board for Enrollment of Actuaries,1996,0,0
joint-board-for-enrollment-of-actuaries,JBEA,Joint Board for Enrollment of Actuaries,1997,0,0
joint-board-for-enrollment-of-actuaries,JBEA,Joint Board for Enrollment of Actuaries,1998,0,0
joint-board-for-enrollment-of-actuaries,JBEA,Joint Board for Enrollment of Actuaries,1999,0,0
joint-board-for-enrollment-of-actuaries,JBEA,Joint Board for Enrollment of Actuaries,2000,0,0
joint-board-for-enrollment-of-actuaries,JBEA,Joint Board for Enrollment of Actuaries,2001,0,0
joint-board-for-enrollment-of-actuaries,JBEA,Joint Board for Enrollment of Actuaries,2002,0,0
joint-board-for-enrollment-of-actuaries,JBEA,Joint Board for Enrollment of Actuaries,2003,0,0
joint-board-for-enrollment-of-actuaries,JBEA,Joint Board for Enrollment of Actuaries,2004,0,1
joint-board-for-enrollment-of-actuaries,JBEA,Joint Board for Enrollment of Actuaries,2005,0,0
joint-board-for-enrollment-of-actuaries,JBEA,Joint Board for Enrollment of Actuaries,2006,0,0
joint-board-for-enrollment-of-actuaries,JBEA,Joint Board for Enrollment of Actuaries,2007,0,0
joint-board-for-enrollment-of-actuaries,JBEA,Joint Board for Enrollment of Actuaries,2008,0,0
joint-board-for-enrollment-of-actuaries,JBEA,Joint Board for Enrollment of Actuaries,2009,0,1
joint-board-for-enrollment-of-actuaries,JBEA,Joint Board for Enrollment of Actuaries,2010,1,0
joint-board-for-enrollment-of-actuaries,JBEA,Joint Board for Enrollment of Actuaries,2011,1,0
joint-board-for-enrollment-of-actuaries,JBEA,Joint Board for Enrollment of Actuaries,2012,0,0
joint-board-for-enrollment-of-actuaries,JBEA,Joint Board for Enrollment of Actuaries,2013,0,0
joint-board-for-enrollment-of-actuaries,JBEA,Joint Board for Enrollment of Actuaries,2014,0,0
joint-board-for-enrollment-of-actuaries,JBEA,Joint Board for Enrollment of Actuaries,2015,0,0
joint-board-for-enrollment-of-actuaries,JBEA,Joint Board for Enrollment of Actuaries,2016,1,0
joint-board-for-enrollment-of-actuaries,JBEA,Joint Board for Enrollment of Actuaries,2017,0,0
joint-board-for-enrollment-of-actuaries,JBEA,Joint Board for Enrollment of Actuaries,2018,0,0
joint-board-for-enrollment-of-actuaries,JBEA,Joint Board for Enrollment of Actuaries,2019,0,0
joint-board-for-enrollment-of-actuaries,JBEA,Joint Board for Enrollment of Actuaries,2020,0,0
joint-board-for-enrollment-of-actuaries,JBEA,Joint Board for Enrollment of Actuaries,2021,0,0
joint-board-for-enrollment-of-actuaries,JBEA,Joint Board for Enrollment of Actuaries,2022,0,0
joint-board-for-enrollment-of-actuaries,JBEA,Joint Board for Enrollment of Actuaries,2023,0,0
joint-board-for-enrollment-of-actuaries,JBEA,Joint Board for Enrollment of Actuaries,2024,0,1
justice-department,DOJ,Justice Department,1995,87,33
justice-department,DOJ,Justice Department,1996,94,36
justice-department,DOJ,Justice Department,1997,73,26
justice-department,DOJ,Justice Department,1998,53,29
justice-department,DOJ,Justice Department,1999,60,39
justice-department,DOJ,Justice Department,2000,65,28
justice-department,DOJ,Justice Department,2001,46,17
justice-department,DOJ,Justice Department,2002,58,36
justice-department,DOJ,Justice Department,2003,55,22
justice-department,DOJ,Justice Department,2004,30,11
justice-department,DOJ,Justice Department,2005,31,19
justice-department,DOJ,Justice Department,2006,29,18
justice-department,DOJ,Justice Department,2007,29,18
justice-department,DOJ,Justice Department,2008,39,27
justice-department,DOJ,Justice Department,2009,15,12
justice-department,DOJ,Justice Department,2010,35,27
justice-department,DOJ,Justice Department,2011,26,21
justice-department,DOJ,Justice Department,2012,19,18
justice-department,DOJ,Justice Department,2013,24,20
justice-department,DOJ,Justice Department,2014,28,21
justice-department,DOJ,Justice Department,2015,28,23
justice-department,DOJ,Justice Department,2016,43,35
justice-department,DOJ,Justice Department,2017,25,17
justice-department,DOJ,Justice Department,2018,23,9
justice-department,DOJ,Justice Department,2019,37,18
justice-department,DOJ,Justice Department,2020,53,30
justice-department,DOJ,Justice Department,2021,42,24
justice-department,DOJ,Justice Department,2022,38,14
justice-department,DOJ,Justice Department,2023,27,26
justice-department,DOJ,Justice Department,2024,38,24
labor-department,DOL,Labor Department,1995,50,44
labor-department,DOL,Labor Department,1996,43,34
labor-department,DOL,Labor Department,1997,39,41
labor-department,DOL,Labor Department,1998,28,39
labor-department,DOL,Labor Department,1999,27,45
labor-department,DOL,Labor Department,2000,47,28
labor-department,DOL,Labor Department,2001,29,15
labor-department,DOL,Labor Department,2002,29,31
labor-department,DOL,Labor Department,2003,42,38
labor-department,DOL,Labor Department,2004,39,39
labor-department,DOL,Labor Department,2005,36,23
labor-department,DOL,Labor Department,2006,36,19
labor-department,DOL,Labor Department,2007,26,36
labor-department,DOL,Labor Department,2008,42,43
labor-department,DOL,Labor Department,2009,24,32
labor-department,DOL,Labor Department,2010,44,52
labor-department,DOL,Labor Department,2011,31,40
labor-department,DOL,Labor Department,2012,35,25
labor-department,DOL,Labor Department,2013,35,28
labor-department,DOL,Labor Department,2014,24,40
labor-department,DOL,Labor Department,2015,31,51
labor-department,DOL,Labor Department,2016,55,33
labor-department,DOL,Labor Department,2017,24,20
labor-department,DOL,Labor Department,2018,29,29
labor-department,DOL,Labor Department,2019,34,39
labor-department,DOL,Labor Department,2020,48,18
labor-department,DOL,Labor Department,2021,33,39
labor-department,DOL,Labor Department,2022,20,32
labor-department,DOL,Labor Department,2023,22,36
labor-department,DOL,Labor Department,2024,37,17
legal-services-corporation,LSC,Legal Services Corporation,1995,1,3
legal-services-corporation,LSC,Legal Services Corporation,1996,23,0
legal-services-corporation,LSC,Legal Services Corporation,1997,20,3
legal-services-corporation,LSC,Legal Services Corporation,1998,5,6
legal-services-corporation,LSC,Legal Services Corporation,1999,3,2
legal-services-corporation,LSC,Legal Services Corporation,2000,3,1
legal-services-corporation,LSC,Legal Services Corporation,2001,1,4
legal-services-corporation,LSC,Legal Services Corporation,2002,3,7
legal-services-corporation,LSC,Legal Services Corporation,2003,5,0
legal-services-corporation,LSC,Legal Services Corporation,2004,1,0
legal-services-corporation,LSC,Legal Services Corporation,2005,3,4
legal-services-corporation,LSC,Legal Services Corporation,2006,3,4
legal-services-corporation,LSC,Legal Services Corporation,2007,3,1
legal-services-corporation,LSC,Legal Services Corporation,2008,3,2
legal-services-corporation,LSC,Legal Services Corporation,2009,0,0
legal-services-corporation,LSC,Legal Services Corporation,2010,4,0
legal-services-corporation,LSC,Legal Services Corporation,2011,1,2
legal-services-corporation,LSC,Legal Services Corporation,2012,1,1
legal-services-corporation,LSC,Legal Services Corporation,2013,2,5
legal-services-corporation,LSC,Legal Services Corporation,2014,4,3
legal-services-corporation,LSC,Legal Services Corporation,2015,4,6
legal-services-corporation,LSC,Legal Services Corporation,2016,4,4
legal-services-corporation,LSC,Legal Services Corporation,2017,6,2
legal-services-corporation,LSC,Legal Services Corporation,2018,2,3
legal-services-corporation,LSC,Legal Services Corporation,2019,2,1
legal-services-corporation,LSC,Legal Services Corporation,2020,3,3
legal-services-corporation,LSC,Legal Services Corporation,2021,2,0
legal-services-corporation,LSC,Legal Services Corporation,2022,0,0
legal-services-corporation,LSC,Legal Services Corporation,2023,3,1
legal-services-corporation,LSC,Legal Services Corporation,2024,3,2
library-of-congress,LOC,Library of Congress,1995,11,4
library-of-congress,LOC,Library of Congress,1996,6,7
library-of-congress,LOC,Library of Congress,1997,14,6
library-of-congress,LOC,Library of Congress,1998,13,8
library-of-congress,LOC,Library of Congress,1999,14,7
library-of-congress,LOC,Library of Congress,2000,10,11
library-of-congress,LOC,Library of Congress,2001,7,11
library-of-congress,LOC,Library of Congress,2002,11,8
library-of-congress,LOC,Library of Congress,2003,10,9
library-of-congress,LOC,Library of Congress,2004,15,7
library-of-congress,LOC,Library of Congress,2005,13,9
library-of-congress,LOC,Library of Congress,2006,11,6
library-of-congress,LOC,Library of Congress,2007,10,8
library-of-congress,LOC,Library of Congress,2008,7,12
library-of-congress,LOC,Library of Congress,2009,10,7
library-of-congress,LOC,Library of Congress,2010,13,9
library-of-congress,LOC,Library of Congress,2011,9,5
library-of-congress,LOC,Library of Congress,2012,10,16
library-of-congress,LOC,Library of Congress,2013,11,6
library-of-congress,LOC,Library of Congress,2014,10,10
library-of-congress,LOC,Library of Congress,2015,8,2
library-of-congress,LOC,Library of Congress,2016,12,16
library-of-congress,LOC,Library of Congress,2017,27,17
library-of-congress,LOC,Library of Congress,2018,13,22
library-of-congress,LOC,Library of Congress,2019,17,13
library-of-congress,LOC,Library of Congress,2020,21,19
library-of-congress,LOC,Library of Congress,2021,16,15
library-of-congress,LOC,Library of Congress,2022,15,7
library-of-congress,LOC,Library of Congress,2023,16,13
library-of-congress,LOC,Library of Congress,2024,11,4
local-television-loan-guarantee-board,,Local Television Loan Guarantee Board,1995,0,0
local-television-loan-guarantee-board,,Local Television Loan Guarantee Board,1996,0,0
local-television-loan-guarantee-board,,Local Television Loan Guarantee Board,1997,0,0
local-television-loan-guarantee-board,,Local Television Loan Guarantee Board,1998,0,0
local-television-loan-guarantee-board,,Local Television Loan Guarantee Board,1999,0,0
local-television-loan-guarantee-board,,Local Television Loan Guarantee Board,2000,0,0
local-television-loan-guarantee-board,,Local Television Loan Guarantee Board,2001,0,0
local-television-loan-guarantee-board,,Local Television Loan Guarantee Board,2002,1,0
local-television-loan-guarantee-board,,Local Television Loan Guarantee Board,2003,1,1
local-television-loan-guarantee-board,,Local Television Loan Guarantee Board,2004,0,0
local-television-loan-guarantee-board,,Local Television Loan Guarantee Board,2005,0,0
local-television-loan-guarantee-board,,Local Television Loan Guarantee Board,2006,0,0
local-television-loan-guarantee-board,,Local Television Loan Guarantee Board,2007,0,0
local-television-loan-guarantee-board,,Local Television Loan Guarantee Board,2008,0,0
local-television-loan-guarantee-board,,Local Television Loan Guarantee Board,2009,0,0
local-television-loan-guarantee-board,,Local Television Loan Guarantee Board,2010,0,0
local-television-loan-guarantee-board,,Local Television Loan Guarantee Board,2011,0,0
local-television-loan-guarantee-board,,Local Television Loan Guarantee Board,2012,0,0
local-television-loan-guarantee-board,,Local Television Loan Guarantee Board,2013,0,0
local-television-loan-guarantee-board,,Local Television Loan Guarantee Board,2014,0,0
local-television-loan-guarantee-board,,Local Television Loan Guarantee Board,2015,0,0
local-television-loan-guarantee-board,,Local Television Loan Guarantee Board,2016,0,0
local-television-loan-guarantee-board,,Local Television Loan Guarantee Board,2017,0,0
local-television-loan-guarantee-board,,Local Television Loan Guarantee Board,2018,0,0
local-television-loan-guarantee-board,,Local Television Loan Guarantee Board,2019,0,0
local-television-loan-guarantee-board,,Local Television Loan Guarantee Board,2020,0,0
local-television-loan-guarantee-board,,Local Television Loan Guarantee Board,2021,0,0
local-television-loan-guarantee-board,,Local Television Loan Guarantee Board,2022,0,0
local-television-loan-guarantee-board,,Local Television Loan Guarantee Board,2023,0,0
local-television-loan-guarantee-board,,Local Television Loan Guarantee Board,2024,0,0
management-and-budget-office,OMB,Management and Budget Office,1995,6,3
management-and-budget-office,OMB,Management and Budget Office,1996,4,3
management-and-budget-office,OMB,Management and Budget Office,1997,4,2
management-and-budget-office,OMB,Management and Budget Office,1998,2,1
management-and-budget-office,OMB,Management and Budget Office,1999,1,2
management-and-budget-office,OMB,Management and Budget Office,2000,4,1
management-and-budget-office,OMB,Management and Budget Office,2001,1,0
management-and-budget-office,OMB,Management and Budget Office,2002,2,0
management-and-budget-office,OMB,Management and Budget Office,2003,0,3
management-and-budget-office,OMB,Management and Budget Office,2004,3,0
management-and-budget-office,OMB,Management and Budget Office,2005,6,5
management-and-budget-office,OMB,Management and Budget Office,2006,1,0
management-and-budget-office,OMB,Management and Budget Office,2007,4,1
management-and-budget-office,OMB,Management and Budget Office,2008,2,5
management-and-budget-office,OMB,Management and Budget Office,2009,2,1
management-and-budget-office,OMB,Management and Budget Office,2010,3,3
management-and-budget-office,OMB,Management and Budget Office,2011,6,3
management-and-budget-office,OMB,Management and Budget Office,2012,0,3
management-and-budget-office,OMB,Management and Budget Office,2013,1,3
management-and-budget-office,OMB,Management and Budget Office,2014,1,0
management-and-budget-office,OMB,Management and Budget Office,2015,3,0
management-and-budget-office,OMB,Management and Budget Office,2016,0,1
management-and-budget-office,OMB,Management and Budget Office,2017,0,0
management-and-budget-office,OMB,Management and Budget Office,2018,3,1
management-and-budget-office,OMB,Management and Budget Office,2019,1,2
management-and-budget-office,OMB,Management and Budget Office,2020,4,2
management-and-budget-office,OMB,Management and Budget Office,2021,3,3
management-and-budget-office,OMB,Management and Budget Office,2022,2,0
management-and-budget-office,OMB,Management and Budget Office,2023,2,4
management-and-budget-office,OMB,Management and Budget Office,2024,4,4
merit-systems-protection-board,MSPB,Merit Systems Protection Board,1995,2,0
merit-systems-protection-board,MSPB,Merit Systems Protection Board,1996,2,0
merit-systems-protection-board,MSPB,Merit Systems Protection Board,1997,10,0
merit-systems-protection-board,MSPB,Merit Systems Protection Board,1998,4,0
merit-systems-protection-board,MSPB,Merit Systems Protection Board,1999,6,4
merit-systems-protection-board,MSPB,Merit Systems Protection Board,2000,15,0
merit-systems-protection-board,MSPB,Merit Systems Protection Board,2001,3,0
merit-systems-protection-board,MSPB,Merit Systems Protection Board,2002,1,0
merit-systems-protection-board,MSPB,Merit Systems Protection Board,2003,2,0
merit-systems-protection-board,MSPB,Merit Systems Protection Board,2004,3,0
merit-systems-protection-board,MSPB,Merit Systems Protection Board,2005,3,3
merit-systems-protection-board,MSPB,Merit Systems Protection Board,2006,2,0
merit-systems-protection-board,MSPB,Merit Systems Protection Board,2007,4,0
merit-systems-protection-board,MSPB,Merit Systems Protection Board,2008,5,0
merit-systems-protection-board,MSPB,Merit Systems Protection Board,2009,1,0
merit-systems-protection-board,MSPB,Merit Systems Protection Board,2010,1,1
merit-systems-protection-board,MSPB,Merit Systems Protection Board,2011,3,0
merit-systems-protection-board,MSPB,Merit Systems Protection Board,2012,1,1
merit-systems-protection-board,MSPB,Merit Systems Protection Board,2013,6,1
merit-systems-protection-board,MSPB,Merit Systems Protection Board,2014,3,1
merit-systems-protection-board,MSPB,Merit Systems Protection Board,2015,2,0
merit-systems-protection-board,MSPB,Merit Systems Protection Board,2016,0,0
merit-systems-protection-board,MSPB,Merit Systems Protection Board,2017,3,0
merit-systems-protection-board,MSPB,Merit Systems Protection Board,2018,0,0
merit-systems-protection-board,MSPB,Merit Systems Protection Board,2019,1,0
merit-systems-protection-board,MSPB,Merit Systems Protection Board,2020,1,0
merit-systems-protection-board,MSPB,Merit Systems Protection Board,2021,2,0
merit-systems-protection-board,MSPB,Merit Systems Protection Board,2022,1,0
merit-systems-protection-board,MSPB,Merit Systems Protection Board,2023,1,0
merit-systems-protection-board,MSPB,Merit Systems Protection Board,2024,3,1
military-compensation-and-retirement-modernization-commission,Military Compensation and Retirement Modernization Commission,Military Compensation and Retirement Modernization Commission,1995,0,0
military-compensation-and-retirement-modernization-commission,Military Compensation and Retirement Modernization Commission,Military Compensation and Retirement Modernization Commission,1996,0,0
military-compensation-and-retirement-modernization-commission,Military Compensation and Retirement Modernization Commission,Military Compensation and Retirement Modernization Commission,1997,0,0
military-compensation-and-retirement-modernization-commission,Military Compensation and Retirement Modernization Commission,Military Compensation and Retirement Modernization Commission,1998,0,0
military-compensation-and-retirement-modernization-commission,Military Compensation and Retirement Modernization Commission,Military Compensation and Retirement Modernization Commission,1999,0,0
military-compensation-and-retirement-modernization-commission,Military Compensation and Retirement Modernization Commission,Military Compensation and Retirement Modernization Commission,2000,0,0
military-compensation-and-retirement-modernization-commission,Military Compensation and Retirement Modernization Commission,Military Compensation and Retirement Modernization Commission,2001,0,0
military-compensation-and-retirement-modernization-commission,Military Compensation and Retirement Modernization Commission,Military Compensation and Retirement Modernization Commission,2002,0,0
military-compensation-and-retirement-modernization-commission,Military Compensation and Retirement Modernization Commission,Military Compensation and Retirement Modernization Commission,2003,0,0
military-compensation-and-retirement-modernization-commission,Military Compensation and Retirement Modernization Commission,Military Compensation and Retirement Modernization Commission,2004,0,0
military-compensation-and-retirement-modernization-commission,Military Compensation and Retirement Modernization Commission,Military Compensation and Retirement Modernization Commission,2005,0,0
military-compensation-and-retirement-modernization-commission,Military Compensation and Retirement Modernization Commission,Military Compensation and Retirement Modernization Commission,2006,0,0
military-compensation-and-retirement-modernization-commission,Military Compensation and Retirement Modernization Commission,Military Compensation and Retirement Modernization Commission,2007,0,0
military-compensation-and-retirement-modernization-commission,Military Compensation and Retirement Modernization Commission,Military Compensation and Retirement Modernization Commission,2008,0,0
military-compensation-and-retirement-modernization-commission,Military Compensation and Retirement Modernization Commission,Military Compensation and Retirement Modernization Commission,2009,0,0
military-compensation-and-retirement-modernization-commission,Military Compensation and Retirement Modernization Commission,Military Compensation and Retirement Modernization Commission,2010,0,0
military-compensation-and-retirement-modernization-commission,Military Compensation and Retirement Modernization Commission,Military Compensation and Retirement Modernization Commission,2011,0,0
military-compensation-and-retirement-modernization-commission,Military Compensation and Retirement Modernization Commission,Military Compensation and Retirement Modernization Commission,2012,0,0
military-compensation-and-retirement-modernization-commission,Military Compensation and Retirement Modernization Commission,Military Compensation and Retirement Modernization Commission,2013,0,0
military-compensation-and-retirement-modernization-commission,Military Compensation and Retirement Modernization Commission,Military Compensation and Retirement Modernization Commission,2014,2,0
military-compensation-and-retirement-modernization-commission,Military Compensation and Retirement Modernization Commission,Military Compensation and Retirement Modernization Commission,2015,0,0
military-compensation-and-retirement-modernization-commission,Military Compensation and Retirement Modernization Commission,Military Compensation and Retirement Modernization Commission,2016,0,0
military-compensation-and-retirement-modernization-commission,Military Compensation and Retirement Modernization Commission,Military Compensation and Retirement Modernization Commission,2017,0,0
military-compensation-and-retirement-modernization-commission,Military Compensation and Retirement Modernization Commission,Military Compensation and Retirement Modernization Commission,2018,0,0
military-compensation-and-retirement-modernization-commission,Military Compensation and Retirement Modernization Commission,Military Compensation and Retirement Modernization Commission,2019,0,0
military-compensation-and-retirement-modernization-commission,Military Compensation and Retirement Modernization Commission,Military Compensation and Retirement Modernization Commission,2020,0,0
military-compensation-and-retirement-modernization-commission,Military Compensation and Retirement Modernization Commission,Military Compensation and Retirement Modernization Commission,2021,0,0
military-compensation-and-retirement-modernization-commission,Military Compensation and Retirement Modernization Commission,Military Compensation and Retirement Modernization Commission,2022,0,0
military-compensation-and-retirement-modernization-commission,Military Compensation and Retirement Modernization Commission,Military Compensation and Retirement Modernization Commission,2023,0,0
military-compensation-and-retirement-modernization-commission,Military Compensation and Retirement Modernization Commission,Military Compensation and Retirement Modernization Commission,2024,0,0
millennium-challenge-corporation,MCC,Millennium Challenge Corporation,1995,0,0
millennium-challenge-corporation,MCC,Millennium Challenge Corporation,1996,0,0
millennium-challenge-corporation,MCC,Millennium Challenge Corporation,1997,0,0
millennium-challenge-corporation,MCC,Millennium Challenge Corporation,1998,0,0
millennium-challenge-corporation,MCC,Millennium Challenge Corporation,1999,0,0
millennium-challenge-corporation,MCC,Millennium Challenge Corporation,2000,0,0
millennium-challenge-corporation,MCC,Millennium Challenge Corporation,2001,0,0
millennium-challenge-corporation,MCC,Millennium Challenge Corporation,2002,0,0
millennium-challenge-corporation,MCC,Millennium Challenge Corporation,2003,0,0
millennium-challenge-corporation,MCC,Millennium Challenge Corporation,2004,0,0
millennium-challenge-corporation,MCC,Millennium Challenge Corporation,2005,0,0
millennium-challenge-corporation,MCC,Millennium Challenge Corporation,2006,0,0
millennium-challenge-corporation,MCC,Millennium Challenge Corporation,2007,1,1
millennium-challenge-corporation,MCC,Millennium Challenge Corporation,2008,1,0
millennium-challenge-corporation,MCC,Millennium Challenge Corporation,2009,0,0
millennium-challenge-corporation,MCC,Millennium Challenge Corporation,2010,0,0
millennium-challenge-corporation,MCC,Millennium Challenge Corporation,2011,0,0
millennium-challenge-corporation,MCC,Millennium Challenge Corporation,2012,0,0
millennium-challenge-corporation,MCC,Millennium Challenge Corporation,2013,0,0
millennium-challenge-corporation,MCC,Millennium Challenge Corporation,2014,1,1
millennium-challenge-corporation,MCC,Millennium Challenge Corporation,2015,0,0
millennium-challenge-corporation,MCC,Millennium Challenge Corporation,2016,1,0
millennium-challenge-corporation,MCC,Millennium Challenge Corporation,2017,0,1
millennium-challenge-corporation,MCC,Millennium Challenge Corporation,2018,1,1
millennium-challenge-corporation,MCC,Millennium Challenge Corporation,2019,0,0
millennium-challenge-corporation,MCC,Millennium Challenge Corporation,2020,0,0
millennium-challenge-corporation,MCC,Millennium Challenge Corporation,2021,0,0
millennium-challenge-corporation,MCC,Millennium Challenge Corporation,2022,0,0
millennium-challenge-corporation,MCC,Millennium Challenge Corporation,2023,0,0
millennium-challenge-corporation,MCC,Millennium Challenge Corporation,2024,0,0
morris-k-udall-and-stewart-l-udall-foundation,Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,1995,0,0
morris-k-udall-and-stewart-l-udall-foundation,Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,1996,0,0
morris-k-udall-and-stewart-l-udall-foundation,Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,1997,0,0
morris-k-udall-and-stewart-l-udall-foundation,Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,1998,0,0
morris-k-udall-and-stewart-l-udall-foundation,Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,1999,0,0
morris-k-udall-and-stewart-l-udall-foundation,Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,2000,0,1
morris-k-udall-and-stewart-l-udall-foundation,Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,2001,1,0
morris-k-udall-and-stewart-l-udall-foundation,Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,2002,0,0
morris-k-udall-and-stewart-l-udall-foundation,Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,2003,0,0
morris-k-udall-and-stewart-l-udall-foundation,Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,2004,0,0
morris-k-udall-and-stewart-l-udall-foundation,Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,2005,0,0
morris-k-udall-and-stewart-l-udall-foundation,Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,2006,0,0
morris-k-udall-and-stewart-l-udall-foundation,Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,2007,0,0
morris-k-udall-and-stewart-l-udall-foundation,Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,2008,0,0
morris-k-udall-and-stewart-l-udall-foundation,Udall Foundation,Morris K. Udall and Stewart L. Udall Foundation,2009,0,0
